RIN,Primary Key,Date  Occurred,Time  Occurred,Location,Area_Command,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Subject Effects,Subject  Sex,Subject  Race,Subject  Ethnicity,Subject Conduct Desc,Subject Resistance,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number  Shots,Effect on Officer,Officer  Organization Desc,Officer  Commission Date,Officer Yrs of Service,X-Coordinate,Y-Coordinate,Council District,Census Tract,ZIP,County,County desc
7608515,20193121222,11/8/2019 0:00,1700,1438 E YAGER LN,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459724341: 20193121222,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 500 REG II PATROL,12/22/2017 0:00,2,3141660,10115039,7,-,78753,1,TRAVIS COUNTY
7608269,20193121365,11/8/2019 0:00,1830,817 W 5TH ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459835208: 20193121365,NO COMPLAINT OF INJURY/PAIN,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,4/23/2010 0:00,10,3111069,10071226,9,12,78703,1,TRAVIS COUNTY
7608269,20193121365,11/8/2019 0:00,1907,817 W 5TH ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459835208: 20193121365,NO COMPLAINT OF INJURY/PAIN,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,3/21/2014 0:00,6,3111069,10071226,9,12,78703,1,TRAVIS COUNTY
7608269,20193121365,11/8/2019 0:00,1830,817 W 5TH ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459835208: 20193121365,NO COMPLAINT OF INJURY/PAIN,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,MINOR INJURY,GEORGE 500 REG I EVENING,12/12/2014 0:00,5,3111069,10071226,9,12,78703,1,TRAVIS COUNTY
7608269,20193121365,11/8/2019 0:00,1830,817 W 5TH ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459835208: 20193121365,NO COMPLAINT OF INJURY/PAIN,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,12/12/2014 0:00,5,3111069,10071226,9,12,78703,1,TRAVIS COUNTY
7608217,20193121694,11/8/2019 0:00,2140,8012 BANNOCK LN,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,167536120: 20193121694,NO COMPLAINT OF INJURY/PAIN,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,4/23/2010 0:00,10,3115236,10031037,2,24.26,78747,1,TRAVIS COUNTY
7608217,20193121694,11/8/2019 0:00,,8012 BANNOCK LN,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,167536120: 20193121694,NO COMPLAINT OF INJURY/PAIN,F,W,H,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 600 EVENINGS REG IV PATROL,9/1/2018 0:00,1,3115236,10031037,2,24.26,78747,1,TRAVIS COUNTY
7608554,20193121801,11/8/2019 0:00,2304,2204 AIRPORT BLVD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314049099: 20193121801,MINOR INJURY,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,10/28/2016 0:00,3,3125686,10077363,1,-,78722,1,TRAVIS COUNTY
7608554,20193121801,11/8/2019 0:00,2304,2204 AIRPORT BLVD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314049099: 20193121801,MINOR INJURY,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,9/1/2018 0:00,1,3125686,10077363,1,-,78722,1,TRAVIS COUNTY
7608554,20193121801,11/8/2019 0:00,2304,2204 AIRPORT BLVD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314049099: 20193121801,MINOR INJURY,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,1/2/1900 0:00,0,3125686,10077363,1,-,78722,1,TRAVIS COUNTY
7608554,20193121801,11/8/2019 0:00,2304,2204 AIRPORT BLVD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314049099: 20193121801,MINOR INJURY,M,W,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ACADEMY CADET TRAINING REG II,5/10/2019 0:00,0,3125686,10077363,1,-,78722,1,TRAVIS COUNTY
7608196,20193130023,11/9/2019 0:00,15,801 RED RIVER ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,221054158: 20193130023,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,3/21/2014 0:00,6,3116406,10070996,9,-,78701,1,TRAVIS COUNTY
7608196,20193130023,11/9/2019 0:00,15,801 RED RIVER ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,221054158: 20193130023,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,12/22/2017 0:00,2,3116406,10070996,9,-,78701,1,TRAVIS COUNTY
7608827,20193130237,11/9/2019 0:00,301,CHICON ST / E 11TH ST,CH,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,314312805: 20193130237,MINOR INJURY,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,7/13/2012 0:00,7,3121362,10070190,1,-,78702,1,TRAVIS COUNTY
7608827,20193130237,11/9/2019 0:00,301,CHICON ST / E 11TH ST,CH,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,314312805: 20193130237,MINOR INJURY,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,12/22/2017 0:00,2,3121362,10070190,1,-,78702,1,TRAVIS COUNTY
7608405,20193130331,11/9/2019 0:00,555,2751 E SH 71 SVRD WB,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459211838: 20193130331,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 700 REG III PATROL,4/27/2007 0:00,13,3143372,10050650,2,-,78617,1,TRAVIS COUNTY
7608405,20193130331,11/9/2019 0:00,555,2751 E SH 71 SVRD WB,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459211838: 20193130331,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 800 REG III PATROL,10/28/2016 0:00,3,3143372,10050650,2,-,78617,1,TRAVIS COUNTY
7608346,20193130701,11/9/2019 0:00,1130,3500 W WELLS BRANCH PKWY,88,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459728551: 20193130701,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,ADAM 200 REG II PATROL,11/22/2002 0:00,17,3127503,10133654,,18.64,78728,1,TRAVIS COUNTY
7608513,20193131320,11/9/2019 0:00,1739,11008 JOLLYVILLE RD,AD,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459508918: 20193131320,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 400 REG II PATROL,12/22/2017 0:00,2,3111549,10120482,10,-,78759,1,TRAVIS COUNTY
7608642,20193131997,11/9/2019 0:00,5,4401 TERI RD,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,31721848: 20193131997,NO COMPLAINT OF INJURY/PAIN,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,4/23/2010 0:00,10,3113764,10045175,2,-,78744,1,TRAVIS COUNTY
7608642,20193131997,11/9/2019 0:00,101,4401 TERI RD,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,31721848: 20193131997,NO COMPLAINT OF INJURY/PAIN,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,11/30/2012 0:00,7,3113764,10045175,2,-,78744,1,TRAVIS COUNTY
7448342,201931322,1/3/2019 0:00,1905,500 E 7TH ST,GE,3-TACTICAL OPERATION [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,333579023: 201931322,NO COMPLAINT OF INJURY/PAIN,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,STREET NARCOTICS TEAM 1 OCD,10/7/2011 0:00,7,3115951,10070759,9,-,78701,1,TRAVIS COUNTY
7608408,20193140233,11/10/2019 0:00,231,8219 RESEARCH BLVD SVRD NB,ED,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459025247: 20193140233,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 1100 REG I NIGHTS,7/8/2016 0:00,3,3122444,10102578,4,18,78758,1,TRAVIS COUNTY
7608341,20193140271,11/10/2019 0:00,304,500K RED RIVER ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459871162: 20193140271,NO COMPLAINT OF INJURY/PAIN,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 2,6/20/2008 0:00,11,3116031,10070050,9,11,78701,1,TRAVIS COUNTY
7608341,20193140271,11/10/2019 0:00,304,500K RED RIVER ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459871162: 20193140271,NO COMPLAINT OF INJURY/PAIN,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I EVENING,11/13/2015 0:00,4,3116031,10070050,9,11,78701,1,TRAVIS COUNTY
7608341,20193140271,11/10/2019 0:00,304,500K RED RIVER ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459871162: 20193140271,NO COMPLAINT OF INJURY/PAIN,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I EVENING,10/28/2016 0:00,3,3116031,10070050,9,11,78701,1,TRAVIS COUNTY
7608891,20193141523,11/10/2019 0:00,2020,4501 E MARTIN LUTHER KING JR BLVD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,378733671: 20193141523,NO COMPLAINT OF INJURY/PAIN,M,B,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,3/20/2015 0:00,5,3132624,10077429,1,21,78721,1,TRAVIS COUNTY
7608512,20193150255,11/11/2019 0:00,541,1213 MAPLE AVE,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,1241668: 20193150255,NO COMPLAINT OF INJURY/PAIN,,,,,DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,12/22/2017 0:00,2,3123066,10073623,1,-,78702,1,TRAVIS COUNTY
7610045,20193151571,11/11/2019 0:00,2027,11210 FM 2222 RD,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,458870169: 20193151571,NO COMPLAINT OF INJURY/PAIN,F,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 400 REG II PATROL,11/30/2012 0:00,7,3079233,10117950,6,17.14,78726,1,TRAVIS COUNTY
7610045,20193151571,11/11/2019 0:00,2039,11210 FM 2222 RD,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,458870169: 20193151571,NO COMPLAINT OF INJURY/PAIN,F,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 400 REG II PATROL,12/22/2017 0:00,2,3079233,10117950,6,17.14,78726,1,TRAVIS COUNTY
7609750,20193160336,11/12/2019 0:00,740,8658 SPICEWOOD SPRINGS RD,AD,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,458819844: 20193160336,NO COMPLAINT OF INJURY/PAIN,M,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 100 REG II PATROL,4/23/2010 0:00,10,3103902,10130742,6,-,78759,2,WILLIAMSON COUNTY
7448452,201931603,1/3/2019 0:00,2215,111 W WILLIAM CANNON DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,386269526: 201931603,COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 600 EVENINGS REG IV PATROL,3/20/2015 0:00,4,3103350,10043107,2,-,78745,1,TRAVIS COUNTY
7448452,201931603,1/3/2019 0:00,,111 W WILLIAM CANNON DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,386269526: 201931603,COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 800 REG IV PATROL,12/22/2017 0:00,1,3103350,10043107,2,-,78745,1,TRAVIS COUNTY
7609530,20193160560,11/12/2019 0:00,1042,1030 NORWOOD PARK BLVD,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,168899934: 20193160560,NO COMPLAINT OF INJURY/PAIN,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,4/27/2007 0:00,13,3129996,10096983,4,-,78753,1,TRAVIS COUNTY
7609530,20193160560,11/12/2019 0:00,1042,1030 NORWOOD PARK BLVD,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,168899934: 20193160560,NO COMPLAINT OF INJURY/PAIN,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,1/4/2008 0:00,12,3129996,10096983,4,-,78753,1,TRAVIS COUNTY
7609530,20193160560,11/12/2019 0:00,1042,1030 NORWOOD PARK BLVD,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,168899934: 20193160560,NO COMPLAINT OF INJURY/PAIN,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 100 REG I PATROL,10/7/2011 0:00,8,3129996,10096983,4,-,78753,1,TRAVIS COUNTY
7609902,20193160603,11/12/2019 0:00,1042,835 N PLEASANT VALLEY RD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459808501: 20193160603,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 100 REG III PATROL,5/30/2014 0:00,5,3125438,10069780,3,-,78702,1,TRAVIS COUNTY
7609902,20193160603,11/12/2019 0:00,1211,835 N PLEASANT VALLEY RD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459808501: 20193160603,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 100 REG III PATROL,12/12/2014 0:00,5,3125438,10069780,3,-,78702,1,TRAVIS COUNTY
7609902,20193160603,11/12/2019 0:00,,835 N PLEASANT VALLEY RD,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459808501: 20193160603,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 100 REG III PATROL,3/20/2015 0:00,5,3125438,10069780,3,-,78702,1,TRAVIS COUNTY
7609746,20193161481,11/12/2019 0:00,2230,MONTOPOLIS DR / FELIX AVE,HE,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,167538504: 20193161481,COMPLAINT OF INJURY/PAIN,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,10/28/2016 0:00,3,3129158,10059275,3,23.12,78741,1,TRAVIS COUNTY
7609746,20193161481,11/12/2019 0:00,1631,MONTOPOLIS DR / FELIX AVE,HE,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,167538504: 20193161481,COMPLAINT OF INJURY/PAIN,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 400 REG III PATROL,10/28/2016 0:00,3,3129158,10059275,3,23.12,78741,1,TRAVIS COUNTY
7609682,20193161552,11/12/2019 0:00,2106,4510 LAREINA DR,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,131139370: 20193161552,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/12/2014 0:00,5,3105691,10052095,3,20,78745,1,TRAVIS COUNTY
7609682,20193161552,11/12/2019 0:00,2304,4510 LAREINA DR,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,131139370: 20193161552,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/22/2017 0:00,2,3105691,10052095,3,20,78745,1,TRAVIS COUNTY
7609767,20193161562,11/12/2019 0:00,,3708 S 2ND ST,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459872076: 20193161562,NO COMPLAINT OF INJURY/PAIN,F,W,H,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 300 REG IV PATROL,9/2/2018 0:00,1,3105724,10056727,3,-,78704,1,TRAVIS COUNTY
7609675,20193161567,11/12/2019 0:00,,2500 E WILLIAM CANNON DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,383059345: 20193161567,MINOR INJURY,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,2,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,10/28/2016 0:00,3,3110781,10040591,2,-,78744,1,TRAVIS COUNTY
7448427,201931655,1/3/2019 0:00,30,408 E 6TH ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,305595201: 201931655,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,11/30/2012 0:00,6,3115586,10070497,9,-,78701,1,TRAVIS COUNTY
7448427,201931655,1/3/2019 0:00,30,408 E 6TH ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,305595201: 201931655,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,M,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,10/30/2015 0:00,3,3115586,10070497,9,-,78701,1,TRAVIS COUNTY
7609969,20193170606,11/13/2019 0:00,1030,1020 GROVE BLVD,HE,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,297058106: 20193170606,NO COMPLAINT OF INJURY/PAIN,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 200 REG I DAYS,11/30/2012 0:00,7,3126575,10059426,3,23.17,78741,1,TRAVIS COUNTY
